1	24041
2	4107
3	142894
4	916
5	1796
6	244670
7	226
8	1601
9	201996
10	7847
11	29922
12	263
13	174050
14	4575
15	148
16	223
17	8005
18	18171
19	214
20	1201
21	20496
22	5147
23	60770
24	2263
25	101991
26	379
27	8861
28	37
29	46
30	706
31	23
32	280
33	48
34	86193
35	149
36	170
37	33594
38	3150
39	699
40	1975
41	136
42	2796
43	3036
44	17298
45	890
46	243
47	383
48	18002
49	2849
50	29329
51	12256
52	1214
53	8769
54	1826
55	2705
56	1900
57	1092
58	1330
59	1444
60	62
61	238
62	273
63	247
64	2664
65	1971
66	1218
67	812
68	898
69	65
70	56591
71	689
72	3317
73	12310
74	979
75	444
76	897
77	58
78	8077
79	25
80	702
81	2854
82	1210
83	14640
84	19397
85	412
86	320
87	9027
88	47785
89	15989
90	113021
91	36
92	1007
93	4107
94	4102
95	2246
96	5112
97	10539
98	548
99	1872
100	22
101	28
102	6254
103	3004
104	3074
105	35
106	381
107	1770
108	3036
109	34
110	82
111	978
112	3036
113	465
114	430
115	1069
116	1497
117	524
118	27
119	986
120	17148
121	576
122	312
123	13890
124	3727
125	4025
126	578
127	2196
128	63
129	2088
130	3911
131	24
132	393
133	1615
134	258
135	232
136	1507
137	36
138	72
139	40
140	3280
141	158
142	28
143	143
144	1424
145	408
146	85
147	281
148	193
149	7074
150	60
151	4970
152	46
153	5977
154	168
155	73
156	30042
157	19052
158	37
159	1889
160	3056
161	72129
162	143
163	21636
164	35
165	670
166	605
167	63
168	4373
169	18
170	75
171	72
172	67
173	34939
174	4313
175	2519
176	9690
177	26201
178	2584
179	7192
180	5515
181	3654
182	2792
183	108
184	46
185	2131
186	9638
187	5546
188	1289
189	3326
190	27
191	13366
192	1282
193	21
194	7884
195	149
196	60390
197	226
198	207
199	4485
200	334
201	20127
202	506
203	2239
204	79
205	11748
206	4817
207	91
208	23571
209	18
210	6494
211	635
212	1503
213	781
214	3556
215	3491
216	521
217	13931
218	45
219	7884
220	5142
221	1866
222	3105
223	1208
224	338
225	18
226	9396
227	7799
228	2085
229	1821
230	10409
231	1187
232	9960
233	274
234	529
235	9046
236	91
237	21
238	9349
239	1850
240	8880
241	519
242	94
243	18853
244	12396
245	586
246	9977
247	73
248	32697
249	583
250	22100
251	153
252	50
253	7481
254	10742
255	15114
256	104
257	225
258	2536
259	11578
260	7350
261	1626
262	77
263	1837
264	5238
265	984
266	9059
267	11699
268	2019
269	4487
270	1082
271	34841
272	2668
273	953
274	2222
275	11422
276	330
277	4102
278	499
279	152
280	1503
281	87
282	5969
283	6740
284	6547
285	35156
286	5807
287	2616
288	632
289	292
290	832
291	3153
292	1454
293	1133
294	1159
295	4773
296	1199
297	742
298	2142
299	8201
300	6938
301	2190
302	7206
303	780
304	1183
305	5308
306	2678
307	101
308	4095
309	1309
310	11288
311	14010
312	918
313	3239
314	897
315	652
316	1942
317	44
318	43
319	26
320	4549
321	3557
322	3670
323	20892
324	496
325	26
326	114
327	42
328	28
329	1785
330	25
331	6342
332	24
333	2420
334	309
335	21
336	2339
337	3867
338	518
339	30
340	5376
341	27
342	1078
343	461
344	292
345	2101
346	2832
347	489
348	4679
349	24
350	48925
351	1032
352	528
353	31
354	136
355	803
356	45
357	28
358	40
359	30
360	999
361	329
362	198
363	71
364	961
365	751
366	7215
367	5900
368	420
369	252
370	90
371	7202
372	3082
373	200
374	22
375	656
376	1105
377	15409
378	930
379	710
380	6897
381	7987
382	2682
383	56
384	2604
385	2504
386	635
387	461
388	2262
389	159
390	870
391	38
392	93
393	419
394	1593
395	1502
396	214
397	265
398	150
399	628
400	118
401	1439
402	2997
403	7318
404	291
405	8038
406	12250
407	2941
408	3700
409	321
410	390
411	238
412	157
413	1671
414	234
415	508
416	11192
417	2968
418	5791
419	2294
420	2335
421	684
422	924
423	41
424	166
425	248
426	516
427	5068
428	2485
429	121
430	3550
431	185
432	1328
433	108
434	25
435	963
436	103
437	405
438	301
439	453
440	258
441	41
442	112
443	127
444	107
445	1600
446	567
447	137
448	10010
449	8987
450	372
451	547
452	141
453	68
454	2202
455	624
456	7006
457	1932
458	577
459	827
460	17850
461	26
462	23
463	93
464	501
465	18
466	321
467	53
468	34
469	198
470	1087
471	52
472	22
473	711
474	762
475	71
476	21
477	229
478	587
479	197
480	4262
481	6252
482	1107
483	23
484	6744
485	2913
486	120
487	824
488	37
489	1706
490	902
491	123
492	2733
493	962
494	499
495	2755
496	187
497	289
498	5371
499	17
500	20
501	26
502	26227
503	2147
504	98
505	6479
506	51
507	37
508	171
509	35
510	4857
511	3589
512	38
513	1307
514	30
515	1738
516	48
517	607
518	763
519	330
520	2138
521	957
522	35
523	6402
524	40
525	11820
526	17387
527	177
528	46608
529	1367
530	1712
531	1229
532	3011
533	751
534	2383
535	262
536	12968
537	945
538	2315
539	553
540	120
541	715
542	270
543	783
544	39
545	173
546	425
547	696
548	2693
549	47
550	87
551	85
552	4937
553	1895
554	25
555	99
556	207
557	20
558	802
559	2102
560	1988
561	1928
562	42
563	72
564	174
565	17
566	372
567	3508
568	25
569	711
570	5198
571	1669
572	32
573	233
574	53
575	1517
576	315
577	121
578	102
579	611
580	837
581	1215
582	60
583	477
584	638
585	3160
586	20
587	6873
588	28
589	1764
590	15
591	42
592	349
593	90
594	737
595	3159
596	1400
597	6019
598	13006
599	923
600	1241
601	27
602	2187
603	495
604	950
605	3339
606	73
607	90
608	330
609	1924
610	378
611	5242
612	328
613	347
614	9916
615	46
616	33
617	49
618	2876
619	27
620	113
621	54
622	1744
623	572
624	461
625	720
626	103
627	319
628	63
629	354
630	533
631	41
632	356
633	225
634	384
635	6806
636	1173
637	1331
638	34
639	43
640	74
641	22
642	3495
643	2143
644	28
645	24
646	66
647	1318
648	97
649	98
650	212
651	18738
652	23
653	6109
654	66
655	21
656	710
657	1485
658	654
659	139
660	1011
